,State,County,TotalPop,UnderEighteen,SixtyFivePlus,PedAshtma,AAshthma,COPD,HeartDisease,EverSmoker,NonWhite,Poverty,LC
525,GA,Towns County,"11,852","1,507","4,093",114,918,987,"1,414","4,124",714,"1,704",7
526,GA,Treutlen County,"6,809","1,543","1,255",116,470,419,548,"2,016","2,461","1,684",4
527,GA,Troup County,"70,034","16,957","10,394","1,285","4,761","4,021","5,083","20,110","30,840","13,643",43
528,GA,Turner County,"7,912","1,912","1,572",144,535,489,650,"2,307","3,718","2,109",4
529,GA,Twiggs County,"8,188","1,583","1,862",119,598,581,785,"2,592","3,642","1,719",5
530,GA,Union County,"24,001","3,805","7,923",288,"1,816","1,989","2,846","8,136","1,538","3,268",15
531,GA,Upson County,"26,215","5,823","4,843",441,"1,839","1,670","2,187","7,865","8,596","5,566",16
532,GA,Walker County,"69,410","15,094","12,876","1,144","4,893","4,428","5,794","20,923","6,459","10,542",43
533,GA,Walton County,"93,503","23,085","14,488","1,749","6,348","5,506","7,034","26,884","24,343","10,993",58
534,GA,Ware County,"35,680","8,564","6,167",649,"2,430","2,143","2,779","10,365","13,222","7,827",22
535,GA,Warren County,"5,251","1,065","1,191",80,378,367,497,"1,641","3,268","1,330",3
536,GA,Washington County,"20,386","4,398","3,540",333,"1,439","1,272","1,645","6,126","11,732","4,787",12
537,GA,Wayne County,"29,808","7,274","4,722",551,"2,025","1,752","2,243","8,588","8,571","5,147",18
538,GA,Webster County,"2,611",508,617,38,190,188,256,828,"1,254",592,1
539,GA,Wheeler County,"7,879","1,342","1,152",101,582,470,582,"2,448","3,469","2,116",5
540,GA,White County,"29,970","5,931","6,890",449,"2,163","2,086","2,822","9,391","2,364","4,118",18
541,GA,Whitfield County,"104,062","26,870","14,620","2,036","6,925","5,794","7,284","29,191","43,993","14,567",65
542,GA,Wilcox County,"8,812","1,673","1,591",126,637,553,713,"2,715","3,646","2,101",5
543,GA,Wilkes County,"9,876","2,088","2,282",158,702,686,932,"3,054","4,833","1,965",6
544,GA,Wilkinson County,"9,036","2,053","1,751",155,631,588,778,"2,711","3,908","2,062",5
545,GA,Worth County,"20,299","4,540","3,872",344,"1,422","1,308","1,724","6,098","6,546","4,128",12
546,HI,Hawaii County,"200,983","43,553","42,032","4,444","14,523","6,922","13,053","62,784","140,018","30,903",91
547,HI,Honolulu County,"980,080","207,765","173,793","21,199","71,768","30,824","56,918","302,694","803,626","73,345",449
548,HI,Kalawao County,88,0,37,0,7,5,9,36,65,0,0
549,HI,Kauai County,"72,133","15,749","14,539","1,606","5,210","2,447","4,598","22,445","50,931","6,021",32
550,HI,Maui County,"167,207","36,347","30,566","3,708","12,147","5,505","10,237","51,885","116,808","14,130",76
551,ID,Ada County,"469,966","111,737","67,792","7,996","30,845","19,606","27,145","135,509","73,002","44,434",226
552,ID,Adams County,"4,250",754,"1,221",53,295,250,387,"1,454",377,554,2
553,ID,Bannock County,"87,138","22,849","12,400","1,635","5,519","3,422","4,789","24,103","14,350","11,768",42
554,ID,Bear Lake County,"6,050","1,617","1,248",115,376,277,416,"1,754",400,642,2
555,ID,Benewah County,"9,226","2,084","2,073",149,608,471,703,"2,880","1,414","1,342",4
556,ID,Bingham County,"46,236","14,233","6,595","1,018","2,748","1,786","2,518","12,182","12,213","5,510",22
557,ID,Blaine County,"22,601","4,990","4,435",357,"1,508","1,102","1,599","6,969","5,769","1,575",10
558,ID,Boise County,"7,634","1,291","1,919",92,541,443,659,"2,613",734,974,3
559,ID,Bonner County,"44,727","8,813","10,973",630,"3,052","2,402","3,627","14,555","3,182","6,240",21
560,ID,Bonneville County,"116,854","35,940","15,543","2,572","6,952","4,338","6,054","30,404","20,221","12,262",56
561,ID,Boundary County,"11,948","2,761","2,691",197,781,600,900,"3,691","1,191","1,603",5
562,ID,Butte County,"2,611",626,612,44,168,131,199,801,226,392,1
563,ID,Camas County,"1,127",263,253,18,73,57,85,348,134,109,0
564,ID,Canyon County,"223,499","63,627","30,762","4,553","13,744","8,651","12,056","60,253","66,818","25,416",107
565,ID,Caribou County,"7,060","2,020","1,234",144,430,297,434,"1,954",569,624,3
566,ID,Cassia County,"23,864","7,572","3,391",541,"1,397",899,"1,274","6,179","7,300","3,046",11
567,ID,Clark County,852,198,151,14,55,37,54,251,416,132,0
568,ID,Clearwater County,"8,758","1,457","2,389",104,618,497,763,"2,979",893,"1,242",4
569,ID,Custer County,"4,280",743,"1,243",53,298,249,387,"1,461",356,625,2
570,ID,Elmore County,"27,259","6,954","3,674",497,"1,744","1,046","1,450","7,536","7,508","3,435",13
571,ID,Franklin County,"13,726","4,380","1,943",313,802,522,738,"3,559","1,228","1,194",6
572,ID,Fremont County,"13,168","3,390","2,213",242,837,567,813,"3,771","1,980","1,940",6
573,ID,Gem County,"17,634","4,029","3,863",288,"1,158",876,"1,306","5,438","2,183","2,338",8
574,ID,Gooding County,"15,196","4,174","2,627",298,942,652,943,"4,277","4,978","2,071",7
575,ID,Idaho County,"16,513","3,259","4,606",233,"1,117",917,"1,428","5,439","1,538","2,587",7
576,ID,Jefferson County,"29,439","10,040","3,385",718,"1,671","1,020","1,395","7,246","3,965","2,657",14
577,ID,Jerome County,"24,015","7,394","3,117",529,"1,431",903,"1,250","6,273","9,335","2,974",11
578,ID,Kootenai County,"161,505","36,824","30,670","2,635","10,659","7,495","10,906","48,653","15,428","16,417",77
579,ID,Latah County,"40,134","7,624","5,406",545,"2,790","1,556","2,141","11,800","4,700","4,737",19
580,ID,Lemhi County,"7,961","1,488","2,409",106,543,458,725,"2,679",533,"1,154",3
581,ID,Lewis County,"3,861",874,"1,018",62,252,206,319,"1,225",644,542,1
582,ID,Lincoln County,"5,360","1,549",758,110,327,211,295,"1,448","1,810",731,2
583,ID,Madison County,"39,304","10,565","2,738",756,"2,477","1,080","1,359","9,773","4,662","9,232",18
584,ID,Minidoka County,"20,825","5,905","3,387",422,"1,277",857,"1,233","5,735","8,016","2,577",10
585,ID,Nez Perce County,"40,408","8,568","8,061",613,"2,716","1,911","2,805","12,417","5,301","5,223",19
586,ID,Oneida County,"4,488","1,269",912,90,273,204,305,"1,280",305,502,2
587,ID,Owyhee County,"11,693","3,040","2,082",217,740,520,752,"3,378","3,677","1,692",5
588,ID,Payette County,"23,551","6,171","4,331",441,"1,485","1,052","1,534","6,798","5,101","2,988",11
589,ID,Power County,"7,768","2,427","1,199",173,457,308,441,"2,055","3,080","1,056",3
590,ID,Shoshone County,"12,796","2,630","2,923",188,865,661,988,"4,079","1,140","2,371",6
591,ID,Teton County,"11,640","2,863","1,457",204,759,478,642,"3,315","2,193",888,5
592,ID,Twin Falls County,"86,081","23,677","13,252","1,694","5,347","3,456","4,919","23,693","18,433","11,547",41
593,ID,Valley County,"11,041","2,000","2,772",143,767,603,912,"3,660",891,921,5
594,ID,Washington County,"10,161","2,303","2,554",164,664,526,809,"3,185","2,119","1,537",4
595,IL,Adams County,"65,691","14,779","13,290",887,"4,405","3,715","4,806","20,066","5,551","7,803",41
596,IL,Alexander County,"6,060","1,398","1,328",83,402,359,472,"1,873","2,230","1,650",3
597,IL,Bond County,"16,630","3,234","3,086",194,"1,163",933,"1,189","5,212","2,046","2,075",10
598,IL,Boone County,"53,577","13,283","8,484",797,"3,507","2,754","3,491","15,636","14,919","4,909",33
599,IL,Brown County,"6,556","1,041",913,62,482,335,406,"2,063","1,723",674,4
600,IL,Bureau County,"32,993","7,078","7,231",425,"2,237","1,955","2,556","10,324","4,163","3,751",20
601,IL,Calhoun County,"4,802",991,"1,121",59,328,297,392,"1,535",131,520,3
602,IL,Carroll County,"14,312","2,773","3,651",166,991,917,"1,217","4,667","1,000","1,598",9
603,IL,Cass County,"12,260","2,918","2,188",175,810,656,839,"3,646","3,012","1,448",7
604,IL,Champaign County,"209,983","39,434","26,930","2,367","14,951","9,929","11,800","62,828","69,623","37,121",132
605,IL,Christian County,"32,661","6,610","6,511",396,"2,256","1,884","2,431","10,255","1,662","3,882",20
606,IL,Clark County,"15,596","3,540","3,097",212,"1,043",883,"1,144","4,765",562,"1,702",9
607,IL,Clay County,"13,253","3,040","2,693",182,883,753,977,"4,042",547,"1,865",8
608,IL,Clinton County,"37,639","7,952","6,483",477,"2,581","2,044","2,597","11,533","3,253","2,924",23
609,IL,Coles County,"50,885","9,202","8,609",552,"3,631","2,723","3,390","15,876","4,724","9,554",32
610,IL,Cook County,"5,180,493","1,129,672","758,167","67,834","353,721","259,527","321,076","1,538,652","3,000,419","701,869","3,271"
611,IL,Crawford County,"18,807","3,741","3,557",224,"1,307","1,059","1,355","5,879","1,733","2,052",11
612,IL,Cumberland County,"10,808","2,396","2,117",143,728,613,793,"3,322",364,"1,248",6
613,IL,DeKalb County,"104,143","22,292","13,172","1,338","7,171","4,888","5,877","30,433","24,728","12,877",65
614,IL,De Witt County,"15,769","3,368","3,031",202,"1,075",896,"1,157","4,888",884,"1,707",9
615,IL,Douglas County,"19,479","4,848","3,524",291,"1,269","1,035","1,327","5,718","1,883","1,764",12
616,IL,DuPage County,"928,589","210,552","143,938","12,643","62,583","48,072","60,484","276,877","312,483","60,169",587
617,IL,Edgar County,"17,360","3,540","3,777",212,"1,193","1,037","1,354","5,500",574,"2,297",10
618,IL,Edwards County,"6,392","1,433","1,375",86,428,374,489,"1,977",240,701,4
619,IL,Effingham County,"34,208","8,104","6,043",486,"2,266","1,828","2,335","10,181","1,520","3,277",21
620,IL,Fayette County,"21,416","4,517","4,066",271,"1,465","1,194","1,529","6,600","1,678","2,924",13
621,IL,Ford County,"13,264","3,037","2,487",182,886,733,944,"4,018",865,"1,248",8
622,IL,Franklin County,"38,701","8,612","7,932",517,"2,602","2,217","2,877","11,903","1,667","7,358",24
623,IL,Fulton County,"34,844","6,892","7,187",413,"2,419","2,030","2,622","11,004","2,911","4,559",22
624,IL,Gallatin County,"5,058","1,054","1,178",63,345,308,405,"1,603",234,"1,029",3
625,IL,Greene County,"13,044","2,774","2,551",166,889,744,961,"4,049",513,"1,772",8
626,IL,Grundy County,"50,972","12,902","7,173",774,"3,323","2,489","3,105","14,580","7,064","2,991",32
627,IL,Hamilton County,"8,163","1,794","1,783",107,549,480,628,"2,537",321,990,5
628,IL,Hancock County,"17,844","3,734","4,134",224,"1,216","1,087","1,429","5,656",710,"1,955",11
629,IL,Hardin County,"3,910",710,"1,005",42,275,256,341,"1,300",208,778,2
630,IL,Henderson County,"6,709","1,215","1,686",72,472,436,579,"2,226",284,748,4
631,IL,Henry County,"49,090","10,977","9,981",659,"3,297","2,806","3,640","15,079","4,817","5,558",31
632,IL,Iroquois County,"27,604","5,964","5,952",358,"1,869","1,627","2,125","8,617","2,815","2,669",17
633,IL,Jackson County,"57,419","10,473","9,017",628,"4,098","2,930","3,583","17,614","14,986","13,868",36
634,IL,Jasper County,"9,611","2,210","1,862",132,641,540,700,"2,926",292,972,6
635,IL,Jefferson County,"37,820","8,372","7,239",502,"2,552","2,098","2,694","11,529","5,502","5,811",24
636,IL,Jersey County,"21,847","4,455","4,260",267,"1,507","1,255","1,620","6,851",957,"1,864",13
637,IL,Jo Daviess County,"21,366","4,017","6,004",241,"1,485","1,437","1,928","7,107","1,181","1,656",13
638,IL,Johnson County,"12,456","2,303","2,676",138,878,743,963,"4,005","1,448","1,364",7
639,IL,Kane County,"534,216","136,009","73,009","8,167","34,779","25,892","32,243","152,367","231,005","45,180",338
640,IL,Kankakee County,"110,024","25,023","18,550","1,502","7,393","5,780","7,307","32,838","30,964","16,873",69
641,IL,Kendall County,"127,915","36,412","13,122","2,186","8,031","5,484","6,618","34,245","40,412","5,332",80
642,IL,Knox County,"50,112","9,837","10,820",590,"3,481","2,953","3,824","15,875","8,666","7,558",31
643,IL,Lake County,"700,832","168,886","99,810","10,141","46,433","35,010","43,798","204,350","273,375","54,353",443
644,IL,LaSalle County,"109,430","23,563","20,717","1,414","7,447","6,135","7,888","33,699","16,360","14,384",69
645,IL,Lawrence County,"15,765","2,946","2,748",176,"1,115",860,"1,083","4,930","2,403","2,326",10
646,IL,Lee County,"34,223","6,740","6,708",404,"2,382","1,972","2,539","10,799","4,760","3,148",21
647,IL,Livingston County,"35,761","7,672","6,868",460,"2,435","2,006","2,578","11,012","3,964","4,220",22
648,IL,Logan County,"28,925","5,599","5,285",336,"2,027","1,593","2,016","9,008","4,001","2,706",18
649,IL,McDonough County,"29,955","5,116","5,284",307,"2,162","1,613","2,002","9,421","3,672","5,821",18
650,IL,McHenry County,"308,570","72,396","45,024","4,347","20,605","15,816","19,920","91,332","59,799","18,136",195
651,IL,McLean County,"172,828","37,136","22,860","2,229","11,877","8,276","10,040","50,773","35,797","23,366",109
652,IL,Macon County,"104,712","23,150","20,960","1,390","7,061","5,901","7,612","32,054","24,937","17,557",66
653,IL,Macoupin County,"45,313","9,644","9,006",579,"3,089","2,599","3,363","14,082","1,834","5,740",28
654,IL,Madison County,"264,461","57,756","45,485","3,468","17,974","14,238","18,085","80,268","40,298","35,925",167
655,IL,Marion County,"37,620","8,738","7,408",524,"2,500","2,105","2,722","11,391","3,427","7,154",23
656,IL,Marshall County,"11,534","2,301","2,706",138,795,713,939,"3,705",627,"1,066",7
657,IL,Mason County,"13,565","2,819","3,011",169,927,814,"1,066","4,289",492,"1,948",8
658,IL,Massac County,"14,080","3,108","2,957",186,948,821,"1,072","4,367","1,688","2,377",8
659,IL,Menard County,"12,288","2,701","2,378",162,830,695,897,"3,780",548,"1,092",7
660,IL,Mercer County,"15,601","3,338","3,380",200,"1,059",924,"1,208","4,888",774,"1,387",9
661,IL,Monroe County,"34,335","7,588","6,100",455,"2,323","1,894","2,430","10,493","1,263","1,446",21
662,IL,Montgomery County,"28,601","5,739","5,764",344,"1,980","1,653","2,132","8,994","1,954","3,754",18
663,IL,Morgan County,"33,976","6,408","6,799",384,"2,389","1,958","2,510","10,774","4,103","4,694",21
664,IL,Moultrie County,"14,717","3,739","2,782",224,950,791,"1,019","4,310",524,"1,373",9
665,IL,Ogle County,"50,923","11,420","9,547",685,"3,425","2,837","3,654","15,537","6,835","4,223",32
666,IL,Peoria County,"180,621","42,619","30,816","2,559","11,997","9,426","11,931","53,342","54,743","29,227",114
667,IL,Perry County,"21,174","4,105","3,945",246,"1,482","1,181","1,502","6,622","3,049","3,327",13
668,IL,Piatt County,"16,396","3,697","3,174",221,"1,100",923,"1,193","5,011",618,"1,192",10
669,IL,Pike County,"15,611","3,486","3,271",209,"1,047",900,"1,171","4,806",621,"2,129",9
670,IL,Pope County,"4,212",511,"1,178",30,317,298,398,"1,507",398,763,2
671,IL,Pulaski County,"5,463","1,179","1,224",70,369,326,428,"1,712","1,985","1,074",3
672,IL,Putnam County,"5,740","1,151","1,298",69,395,350,460,"1,837",490,484,3
673,IL,Randolph County,"32,106","6,203","5,972",372,"2,249","1,805","2,301","10,082","4,881","3,834",20
674,IL,Richland County,"15,763","3,668","3,228",220,"1,045",894,"1,162","4,789",790,"2,311",9
675,IL,Rock Island County,"143,477","31,963","27,672","1,919","9,664","7,948","10,203","43,632","41,412","19,754",90
676,IL,St. Clair County,"261,059","61,073","41,261","3,667","17,418","13,467","16,974","77,183","100,558","38,065",164
677,IL,Saline County,"23,906","5,180","4,845",311,"1,620","1,370","1,775","7,395","2,074","4,692",15
678,IL,Sangamon County,"195,348","43,347","34,887","2,602","13,202","10,622","13,555","59,249","38,619","25,172",123
679,IL,Schuyler County,"6,907","1,255","1,574",75,487,428,561,"2,257",454,778,4
680,IL,Scott County,"4,926","1,063",979,63,334,284,370,"1,533",153,499,3
681,IL,Shelby County,"21,741","4,642","4,897",278,"1,474","1,305","1,712","6,836",615,"2,191",13
682,IL,Stark County,"5,427","1,167","1,210",70,367,324,424,"1,701",267,594,3
683,IL,Stephenson County,"44,753","9,559","10,172",573,"3,034","2,703","3,552","14,102","7,968","5,555",28
684,IL,Tazewell County,"132,328","29,995","24,831","1,801","8,874","7,283","9,348","40,073","8,051","12,465",83
685,IL,Union County,"16,841","3,540","3,597",212,"1,149",991,"1,291","5,281","1,507","2,902",10
686,IL,Vermilion County,"76,806","18,090","14,856","1,086","5,085","4,239","5,466","23,079","16,951","14,256",48
687,IL,Wabash County,"11,549","2,605","2,387",156,773,660,856,"3,537",751,"1,645",7
688,IL,Warren County,"17,032","3,734","3,327",224,"1,152",946,"1,214","5,197","2,830","2,069",10
689,IL,Washington County,"13,995","2,993","2,815",179,952,807,"1,046","4,353",530,"1,016",8
690,IL,Wayne County,"16,332","3,708","3,517",222,"1,089",949,"1,240","5,022",652,"2,234",10
691,IL,White County,"13,665","2,988","2,953",179,922,804,"1,051","4,253",514,"1,637",8
692,IL,Whiteside County,"55,626","12,200","11,600",732,"3,754","3,227","4,200","17,233","8,678","5,732",35
693,IL,Will County,"692,310","172,143","90,406","10,336","45,481","33,459","41,517","198,663","256,365","44,038",438
694,IL,Williamson County,"67,056","14,649","12,713",879,"4,544","3,718","4,766","20,493","7,153","9,356",42
695,IL,Winnebago County,"284,081","66,490","49,819","3,992","18,900","15,178","19,357","84,760","89,449","45,006",179
696,IL,Woodford County,"38,463","9,248","6,960",555,"2,534","2,073","2,660","11,440","1,770","2,662",24
697,IN,Adams County,"35,636","11,154","5,524",970,"2,421","2,275","2,787","11,082","2,331","4,056",25
698,IN,Allen County,"375,351","96,407","54,718","8,389","27,608","24,979","29,996","125,724","99,590","49,641",268
699,IN,Bartholomew County,"82,753","19,689","13,487","1,713","6,238","5,773","7,018","28,495","15,386","8,238",59
700,IN,Benton County,"8,653","2,145","1,543",186,647,635,777,"2,973",665,985,6
701,IN,Blackford County,"11,930","2,597","2,580",226,928,954,"1,194","4,289",546,"1,651",8
702,IN,Boone County,"66,999","17,718","8,954","1,541","4,909","4,485","5,289","22,322","6,615","3,585",48
703,IN,Brown County,"15,234","2,732","3,668",237,"1,252","1,352","1,691","5,810",687,"1,519",10
704,IN,Carroll County,"20,127","4,451","3,949",387,"1,561","1,567","1,932","7,188","1,201","1,756",14
705,IN,Cass County,"37,955","8,752","6,753",761,"2,904","2,816","3,437","13,315","7,967","5,004",27
706,IN,Clark County,"117,360","26,376","18,524","2,295","9,035","8,391","10,083","41,222","20,078","12,975",84
707,IN,Clay County,"26,170","6,024","4,675",524,"2,004","1,952","2,382","9,194","1,037","3,545",18
708,IN,Clinton County,"32,250","8,454","5,379",735,"2,361","2,254","2,749","10,814","5,917","3,732",23
709,IN,Crawford County,"10,558","2,275","2,061",197,828,840,"1,029","3,811",428,"1,654",7
710,IN,Daviess County,"33,147","9,712","5,080",845,"2,318","2,154","2,624","10,594","2,865","3,752",23
711,IN,Dearborn County,"49,568","11,062","8,779",962,"3,846","3,786","4,586","17,638","1,880","4,577",35
712,IN,Decatur County,"26,794","6,555","4,485",570,"2,012","1,926","2,337","9,211","1,350","3,077",19
713,IN,DeKalb County,"43,226","10,461","7,019",910,"3,257","3,085","3,728","14,892","2,155","4,309",31
714,IN,Delaware County,"114,772","21,074","19,672","1,833","9,194","8,142","9,985","41,910","15,212","23,799",82
715,IN,Dubois County,"42,565","10,277","7,430",894,"3,217","3,144","3,825","14,755","4,214","3,155",30
716,IN,Elkhart County,"205,560","56,565","30,282","4,922","14,749","13,492","16,275","67,254","52,263","23,202",147
717,IN,Fayette County,"23,047","4,974","4,700",432,"1,795","1,798","2,234","8,270","1,048","3,280",16
718,IN,Floyd County,"77,781","17,609","12,549","1,532","5,988","5,656","6,799","27,356","9,564","7,231",55
719,IN,Fountain County,"16,351","3,568","3,282",310,"1,272","1,279","1,583","5,859",812,"1,799",11
720,IN,Franklin County,"22,736","5,231","4,187",455,"1,746","1,737","2,121","8,025",820,"1,939",16
721,IN,Fulton County,"20,092","4,700","3,920",409,"1,528","1,517","1,881","7,033","1,674","2,684",14
722,IN,Gibson County,"33,452","7,845","5,876",682,"2,547","2,469","3,009","11,678","2,114","3,460",24
723,IN,Grant County,"65,936","13,607","12,674","1,184","5,177","4,985","6,164","23,767","9,951","12,140",47
724,IN,Greene County,"32,006","7,019","6,248",610,"2,492","2,511","3,086","11,473","1,103","4,423",23
725,IN,Hamilton County,"330,086","89,053","40,862","7,749","23,993","21,480","25,129","108,861","54,838","13,797",236
726,IN,Hancock County,"76,351","17,861","12,405","1,554","5,826","5,551","6,681","26,635","5,977","4,236",54
727,IN,Harrison County,"40,350","9,092","7,142",791,"3,118","3,054","3,706","14,297","1,870","3,690",29
728,IN,Hendricks County,"167,009","41,780","23,141","3,635","12,441","11,278","13,372","56,582","27,120","9,657",120
729,IN,Henry County,"48,271","9,877","9,134",859,"3,817","3,733","4,575","17,525","3,149","6,434",34
730,IN,Howard County,"82,366","18,680","16,056","1,625","6,321","6,249","7,739","29,080","12,346","9,942",58
731,IN,Huntington County,"36,240","7,812","6,230",679,"2,826","2,696","3,267","12,933","1,985","3,532",25
732,IN,Jackson County,"44,111","10,835","7,218",942,"3,306","3,133","3,795","15,120","5,343","5,183",31
733,IN,Jasper County,"33,370","7,744","5,872",673,"2,544","2,446","2,987","11,662","2,849","3,037",23
734,IN,Jay County,"20,764","5,303","3,711",461,"1,538","1,514","1,855","7,066","1,099","2,653",14
735,IN,Jefferson County,"32,208","6,564","5,796",571,"2,547","2,444","2,977","11,670","2,363","4,663",23
736,IN,Jennings County,"27,611","6,361","4,539",553,"2,121","2,044","2,456","9,703","1,426","4,026",19
737,IN,Johnson County,"156,225","38,713","22,769","3,369","11,642","10,548","12,629","53,004","17,578","11,784",112
738,IN,Knox County,"36,895","7,921","6,582",689,"2,864","2,691","3,302","13,111","2,785","5,447",26
739,IN,Kosciusko County,"79,344","18,917","13,274","1,646","5,993","5,656","6,878","27,412","9,594","6,949",57
740,IN,LaGrange County,"39,330","12,779","5,363","1,112","2,624","2,380","2,874","11,962","2,347","3,018",28
741,IN,Lake County,"484,411","113,194","80,104","9,850","36,859","34,784","42,135","168,516","222,969","74,864",346
742,IN,LaPorte County,"110,007","23,561","19,692","2,050","8,581","8,224","10,039","39,316","23,147","16,212",79
743,IN,Lawrence County,"45,668","9,940","9,142",865,"3,555","3,572","4,418","16,375","2,051","5,629",32
744,IN,Madison County,"129,641","28,038","23,714","2,440","10,079","9,699","11,892","46,214","19,694","20,908",93
745,IN,Marion County,"954,670","235,211","120,358","20,469","70,985","60,620","71,597","321,447","431,505","160,661",682
746,IN,Marshall County,"46,248","11,590","8,261","1,008","3,445","3,366","4,128","15,815","6,065","5,212",33
747,IN,Martin County,"10,217","2,279","2,028",198,790,798,985,"3,643",310,"1,186",7
748,IN,Miami County,"35,567","7,490","6,289",651,"2,784","2,641","3,221","12,744","4,065","5,172",25
749,IN,Monroe County,"146,917","22,966","19,249","1,998","12,037","9,252","11,071","54,238","24,381","28,177",105
750,IN,Montgomery County,"38,346","8,783","6,874",764,"2,938","2,848","3,481","13,475","3,182","4,006",27
751,IN,Morgan County,"70,116","15,846","11,874","1,379","5,428","5,315","6,390","24,863","2,850","7,339",50
752,IN,Newton County,"14,011","2,954","2,728",257,"1,102","1,102","1,353","5,070","1,262","1,418",10
753,IN,Noble County,"47,532","11,604","7,625","1,009","3,573","3,382","4,078","16,332","6,295","4,224",34
754,IN,Ohio County,"5,844","1,111","1,291",96,473,497,616,"2,189",211,560,4
755,IN,Orange County,"19,489","4,425","3,808",385,"1,499","1,502","1,854","6,902",985,"2,979",14
756,IN,Owen County,"20,845","4,393","4,019",382,"1,646","1,669","2,036","7,575",848,"2,597",14
757,IN,Parke County,"16,927","3,647","3,281",317,"1,318","1,298","1,602","6,062",956,"2,406",12
758,IN,Perry County,"19,102","4,013","3,590",349,"1,496","1,449","1,782","6,869","1,160","2,167",13
759,IN,Pike County,"12,410","2,728","2,487",237,965,980,"1,209","4,449",466,"1,345",8
760,IN,Porter County,"169,594","37,424","27,803","3,256","13,130","12,330","14,873","59,980","29,129","14,826",121
761,IN,Posey County,"25,540","5,627","4,799",489,"1,986","1,979","2,420","9,130","1,073","2,311",18
762,IN,Pulaski County,"12,469","2,779","2,443",241,964,966,"1,191","4,440",740,"1,494",8
763,IN,Putnam County,"37,779","7,400","6,263",643,"3,002","2,737","3,315","13,694","3,175","3,978",27
764,IN,Randolph County,"24,851","5,658","5,045",492,"1,908","1,929","2,397","8,799","1,532","3,322",17
765,IN,Ripley County,"28,523","6,755","5,085",587,"2,166","2,116","2,583","9,940","1,304","3,117",20
766,IN,Rush County,"16,663","3,789","3,056",329,"1,284","1,272","1,552","5,897",753,"1,760",11
767,IN,St. Joseph County,"270,771","64,005","42,783","5,570","20,429","18,617","22,569","93,183","75,154","35,068",193
768,IN,Scott County,"23,878","5,405","3,975",470,"1,841","1,769","2,131","8,425","1,179","3,642",17
769,IN,Shelby County,"44,593","10,170","7,644",885,"3,433","3,332","4,029","15,724","3,495","5,065",32
770,IN,Spencer County,"20,327","4,440","3,932",386,"1,586","1,599","1,960","7,299","1,066","1,839",14
771,IN,Starke County,"22,935","5,229","4,266",455,"1,764","1,749","2,141","8,107","1,356","2,512",16
772,IN,Steuben County,"34,586","7,119","6,983",619,"2,734","2,743","3,388","12,588","2,195","3,638",24
773,IN,Sullivan County,"20,690","3,979","3,718",346,"1,655","1,561","1,904","7,575","1,724","2,513",15
774,IN,Switzerland County,"10,717","2,645","1,855",230,804,788,958,"3,691",524,"1,873",7
775,IN,Tippecanoe County,"193,048","39,983","22,471","3,479","14,883","11,360","13,470","66,977","47,441","32,114",139
776,IN,Tipton County,"15,128","3,135","3,156",272,"1,196","1,224","1,515","5,517",813,"1,250",10
777,IN,Union County,"7,037","1,424","1,363",123,560,560,685,"2,575",351,742,5
778,IN,Vanderburgh County,"180,974","39,047","30,573","3,398","14,042","13,031","15,856","64,158","29,780","26,349",129
779,IN,Vermillion County,"15,479","3,379","3,102",294,"1,203","1,207","1,494","5,542",543,"2,306",11
780,IN,Vigo County,"107,386","21,965","17,517","1,911","8,403","7,482","9,113","38,291","15,570","18,824",77
781,IN,Wabash County,"31,280","6,512","6,526",566,"2,455","2,451","3,059","11,316","1,767","3,631",22
782,IN,Warren County,"8,263","1,855","1,671",161,639,654,808,"2,948",353,796,5
783,IN,Warrick County,"62,567","14,921","10,947","1,298","4,744","4,619","5,623","21,753","4,900","4,373",44
784,IN,Washington County,"27,943","6,384","4,766",555,"2,150","2,087","2,521","9,850",905,"3,703",20
785,IN,Wayne County,"65,936","14,475","12,631","1,259","5,107","5,005","6,176","23,470","7,952","10,094",47
786,IN,Wells County,"28,206","6,982","5,164",607,"2,110","2,077","2,553","9,695","1,659","2,344",20
787,IN,White County,"24,133","5,647","4,854",491,"1,840","1,866","2,316","8,485","2,657","2,025",17
788,IN,Whitley County,"34,074","7,899","6,124",687,"2,606","2,553","3,115","11,961","1,604","2,377",24
789,IA,Adair County,"7,063","1,528","1,603",87,435,371,533,"2,328",291,667,4
790,IA,Adams County,"3,645",768,841,44,226,196,281,"1,213",137,460,2
791,IA,Allamakee County,"13,832","3,252","3,143",187,830,718,"1,037","4,458","1,381","1,581",8
792,IA,Appanoose County,"12,437","2,774","2,823",159,759,652,938,"4,068",636,"1,864",7
793,IA,Audubon County,"5,506","1,125","1,362",64,343,305,444,"1,855",198,589,3
794,IA,Benton County,"25,642","5,988","4,767",344,"1,557","1,256","1,738","8,202",945,"2,000",15
795,IA,Black Hawk County,"132,408","28,810","21,719","1,658","8,215","5,751","7,803","42,283","25,446","20,811",78
796,IA,Boone County,"26,346","5,607","4,854",322,"1,643","1,285","1,770","8,611","1,525","2,274",15
797,IA,Bremer County,"24,947","5,567","4,886",320,"1,529","1,181","1,660","8,022","1,251","1,547",14
798,IA,Buchanan County,"21,199","5,531","3,786",318,"1,240",973,"1,349","6,507",844,"2,224",12
799,IA,Buena Vista County,"19,874","5,060","3,198",291,"1,175",854,"1,163","6,082","8,221","1,932",11
