,State,County,TotalPop,UnderEighteen,SixtyFivePlus,PedAshtma,AAshthma,COPD,HeartDisease,EverSmoker,NonWhite,Poverty,LC
2878,VA,Middlesex County,"10,769","1,764","3,353",126,745,738,"1,058","3,688","2,425","1,317",6
2879,VA,Montgomery County,"98,985","15,305","12,475","1,095","7,190","4,524","5,496","30,170","16,292","21,444",57
2880,VA,Nelson County,"14,836","2,632","4,053",188,"1,018",954,"1,339","4,918","2,757","1,814",8
2881,VA,New Kent County,"22,391","4,489","3,860",321,"1,530","1,221","1,592","6,913","4,888","1,132",12
2882,VA,Northampton County,"11,735","2,301","3,098",164,787,733,"1,028","3,795","5,354","2,167",6
2883,VA,Northumberland County,"12,147","1,764","4,456",126,848,895,"1,316","4,326","3,753","1,790",6
2884,VA,Nottoway County,"15,420","2,947","2,959",210,"1,059",845,"1,119","4,801","7,089","2,952",8
2885,VA,Orange County,"36,644","7,722","7,464",552,"2,448","2,049","2,753","11,292","8,169","3,387",21
2886,VA,Page County,"23,933","4,757","5,113",340,"1,621","1,386","1,874","7,538","1,454","3,293",13
2887,VA,Patrick County,"17,673","3,078","4,667",220,"1,221","1,138","1,587","5,880","1,853","2,683",10
2888,VA,Pittsylvania County,"60,949","11,523","13,790",824,"4,171","3,657","4,980","19,574","15,912","9,815",35
2889,VA,Powhatan County,"29,189","5,323","5,324",380,"2,039","1,670","2,191","9,293","4,100","1,931",16
2890,VA,Prince Edward County,"22,950","3,767","3,779",269,"1,635","1,147","1,467","7,109","8,956","3,782",13
2891,VA,Prince George County,"38,082","8,222","5,347",588,"2,561","1,824","2,301","11,149","17,322","3,019",22
2892,VA,Prince William County,"468,011","127,210","46,319","9,104","29,534","19,997","24,216","125,931","271,371","29,545",269
2893,VA,Pulaski County,"34,066","6,007","7,814",429,"2,367","2,059","2,804","11,081","3,108","4,791",19
2894,VA,Rappahannock County,"7,252","1,178","1,981",84,507,475,665,"2,450",821,629,4
2895,VA,Richmond County,"9,038","1,553","1,901",111,633,517,693,"2,899","3,576","1,169",5
2896,VA,Roanoke County,"94,073","18,648","20,151","1,334","6,371","5,386","7,281","29,517","13,644","6,145",53
2897,VA,Rockbridge County,"22,752","3,985","5,909",285,"1,570","1,431","1,991","7,501","1,850","2,670",13
2898,VA,Rockingham County,"81,244","17,785","15,472","1,272","5,383","4,367","5,811","24,549","9,513","6,909",46
2899,VA,Russell County,"26,748","5,052","5,773",361,"1,835","1,574","2,127","8,538",919,"5,683",15
2900,VA,Scott County,"21,534","3,831","5,211",274,"1,488","1,319","1,814","7,024",744,"3,834",12
2901,VA,Shenandoah County,"43,497","9,220","9,443",659,"2,891","2,483","3,375","13,477","5,481","4,479",24
2902,VA,Smyth County,"30,472","5,857","6,706",419,"2,078","1,783","2,419","9,679","1,865","6,059",17
2903,VA,Southampton County,"17,586","3,197","3,556",228,"1,224","1,043","1,392","5,666","6,843","2,350",10
2904,VA,Spotsylvania County,"134,238","33,164","19,129","2,373","8,676","6,534","8,337","38,397","43,798","10,061",77
2905,VA,Stafford County,"149,960","39,088","15,674","2,797","9,602","6,613","8,062","41,163","59,400","7,822",86
2906,VA,Surry County,"6,474","1,084","1,468",77,456,404,549,"2,146","3,049",831,3
2907,VA,Sussex County,"11,237","1,732","1,996",123,810,612,794,"3,603","6,873","1,980",6
2908,VA,Tazewell County,"40,855","7,883","9,090",564,"2,780","2,381","3,237","12,950","2,527","7,104",23
2909,VA,Warren County,"40,003","8,799","6,420",629,"2,671","2,087","2,701","11,978","5,366","4,026",23
2910,VA,Washington County,"54,402","10,061","12,374",720,"3,738","3,239","4,413","17,482","2,601","8,022",31
2911,VA,Westmoreland County,"17,830","3,363","4,520",240,"1,211","1,098","1,526","5,774","6,426","2,914",10
2912,VA,Wise County,"38,012","7,477","6,931",535,"2,598","2,043","2,686","11,712","3,262","8,929",22
2913,VA,Wythe County,"28,754","5,672","6,213",405,"1,951","1,677","2,270","9,086","1,841","4,391",16
2914,VA,York County,"67,846","16,156","10,957","1,156","4,414","3,417","4,440","19,759","20,022","3,690",39
2915,VA,Alexandria City,"160,530","29,434","18,465","2,106","11,317","7,378","8,933","47,836","77,452","16,093",92
2916,VA,Bristol City,"16,482","3,323","3,476",237,"1,111",926,"1,250","5,125","2,002","3,324",9
2917,VA,Buena Vista City,"6,237","1,088","1,219",77,436,338,447,"1,962",782,872,3
2918,VA,Charlottesville City,"48,117","7,675","5,580",549,"3,482","2,142","2,568","14,505","16,361","10,614",27
2919,VA,Chesapeake City,"242,634","58,443","32,235","4,182","15,837","11,451","14,413","69,156","104,643","20,239",139
2920,VA,Colonial Heights City,"17,833","4,299","3,495",307,"1,143",937,"1,260","5,244","5,179","1,756",10
2921,VA,Covington City,"5,460",982,"1,160",70,378,316,425,"1,747","1,039",826,3
2922,VA,Danville City,"40,693","8,821","8,518",631,"2,690","2,250","3,043","12,425","23,627","10,006",23
2923,VA,Emporia City,"5,121","1,082","1,036",77,341,281,378,"1,569","3,678","1,010",2
2924,VA,Fairfax City,"24,574","6,141","3,514",439,"1,580","1,172","1,496","6,965","11,072","1,823",14
2925,VA,Falls Church City,"14,772","3,909","1,954",279,934,696,882,"4,118","4,301",535,8
2926,VA,Franklin City,"8,013","1,897","1,579",135,517,432,580,"2,385","5,052","1,444",4
2927,VA,Fredericksburg City,"29,144","6,097","3,250",436,"1,985","1,254","1,513","8,328","11,940","3,851",16
2928,VA,Galax City,"6,423","1,403","1,294",100,424,353,475,"1,956","1,583","1,326",3
2929,VA,Hampton City,"134,313","28,086","20,745","2,010","9,083","6,645","8,503","39,923","83,471","19,954",77
2930,VA,Harrisonburg City,"54,033","9,180","5,084",657,"3,872","2,165","2,494","15,708","18,855","12,978",30
2931,VA,Hopewell City,"22,596","5,867","3,546",419,"1,426","1,086","1,410","6,357","12,332","4,381",12
2932,VA,Lexington City,"7,136",669,"1,156",47,549,338,422,"2,307","1,266","1,046",4
2933,VA,Lynchburg City,"82,126","15,946","11,823","1,141","5,651","3,730","4,676","24,115","30,887","14,789",46
2934,VA,Manassas City,"41,641","11,234","4,320",804,"2,629","1,776","2,162","11,218","24,898","3,451",24
2935,VA,Manassas Park City,"17,307","3,918","1,384",280,"1,166",731,850,"4,852","11,741","1,203",10
2936,VA,Martinsville City,"12,902","3,194","2,442",228,823,684,915,"3,784","7,250","3,098",7
2937,VA,Newport News City,"178,626","41,279","23,341","2,954","11,792","8,135","10,159","50,815","102,617","26,007",102
2938,VA,Norfolk City,"244,076","47,785","27,334","3,419","16,914","10,590","12,740","70,763","138,496","41,471",141
2939,VA,Norton City,"3,968",793,740,56,269,210,277,"1,213",589,811,2
2940,VA,Petersburg City,"31,567","7,133","5,355",510,"2,082","1,615","2,109","9,336","26,893","7,491",17
2941,VA,Poquoson City,"12,190","2,699","2,360",193,805,667,890,"3,697","1,089",618,7
2942,VA,Portsmouth City,"94,632","22,052","14,128","1,578","6,205","4,511","5,768","27,224","59,323","17,540",54
2943,VA,Radford City,"18,339","2,285","1,672",163,"1,388",767,873,"5,610","3,149","4,513",10
2944,VA,Richmond City,"228,783","40,064","30,172","2,867","16,219","10,813","13,346","69,162","133,599","48,424",130
2945,VA,Roanoke City,"99,920","22,537","16,520","1,612","6,600","5,051","6,568","29,457","41,824","19,812",57
2946,VA,Salem City,"25,643","5,115","4,836",366,"1,743","1,381","1,827","7,885","3,845","2,280",14
2947,VA,Staunton City,"24,922","4,835","5,307",346,"1,694","1,394","1,881","7,786","4,811","2,937",14
2948,VA,Suffolk City,"91,185","22,132","13,164","1,583","5,924","4,454","5,688","26,212","46,396","9,846",52
2949,VA,Virginia Beach City,"450,189","99,573","64,004","7,126","30,059","21,540","27,256","131,106","174,180","33,084",258
2950,VA,Waynesboro City,"22,628","5,346","4,062",382,"1,466","1,153","1,525","6,620","5,829","3,370",12
2951,VA,Williamsburg City,"14,896","1,712","2,432",122,"1,122",728,916,"4,775","4,799","2,437",8
2952,VA,Winchester City,"28,108","6,354","4,466",454,"1,856","1,384","1,786","8,216","9,735","4,124",16
2953,WA,Adams County,"19,759","7,004","2,185",511,"1,214",602,910,"4,733","13,225","3,046",10
2954,WA,Asotin County,"22,610","4,588","5,272",335,"1,756","1,085","1,759","7,188","2,278","3,133",12
2955,WA,Benton County,"201,877","54,000","30,097","3,947","14,190","7,540","11,646","56,098","61,006","19,597",108
2956,WA,Chelan County,"77,036","18,022","14,696","1,317","5,704","3,281","5,207","22,956","25,025","8,283",41
2957,WA,Clallam County,"76,737","13,055","22,720",954,"6,220","4,140","6,930","25,970","13,411","9,968",41
2958,WA,Clark County,"481,857","115,356","74,530","8,432","35,314","19,006","29,262","139,894","106,021","41,980",259
2959,WA,Columbia County,"4,059",765,"1,131",55,322,213,354,"1,344",620,533,2
2960,WA,Cowlitz County,"108,987","25,037","20,626","1,830","8,137","4,699","7,425","32,759","18,100","13,165",58
2961,WA,Douglas County,"42,907","11,064","7,538",808,"3,067","1,719","2,714","12,273","15,514","4,450",23
2962,WA,Ferry County,"7,649","1,333","2,082",97,620,406,668,"2,574","2,104","1,347",4
2963,WA,Franklin County,"94,347","30,524","8,694","2,231","6,021","2,738","4,028","23,083","56,622","12,250",50
2964,WA,Garfield County,"2,247",478,571,34,173,111,183,716,247,306,1
2965,WA,Grant County,"97,331","28,591","13,349","2,089","6,569","3,401","5,231","25,837","45,377","12,235",52
2966,WA,Grays Harbor County,"73,901","15,108","15,968","1,104","5,724","3,449","5,523","23,276","15,387","12,295",39
2967,WA,Island County,"84,460","15,319","20,763","1,119","6,672","4,054","6,652","27,245","17,904","6,219",45
2968,WA,Jefferson County,"31,729","3,754","11,693",274,"2,764","2,005","3,417","11,805","3,638","3,949",17
2969,WA,King County,"2,233,163","452,859","295,110","33,103","169,664","83,662","125,808","660,297","918,713","202,628","1,201"
2970,WA,Kitsap County,"269,805","55,252","48,094","4,038","20,627","11,319","17,733","82,143","64,009","23,613",145
2971,WA,Kittitas County,"47,364","8,096","7,592",591,"3,719","1,867","2,889","14,556","7,694","7,049",25
2972,WA,Klickitat County,"22,107","4,279","5,282",312,"1,744","1,093","1,770","7,160","3,954","2,799",11
2973,WA,Lewis County,"79,604","17,018","16,705","1,243","6,079","3,619","5,790","24,655","13,414","9,832",42
2974,WA,Lincoln County,"10,740","2,328","2,746",170,825,538,883,"3,422",959,"1,330",5
2975,WA,Mason County,"65,507","12,729","14,936",930,"5,143","3,146","5,069","20,992","13,107","8,578",35
2976,WA,Okanogan County,"42,132","9,769","9,094",714,"3,150","1,916","3,086","12,840","14,878","7,049",22
2977,WA,Pacific County,"22,036","3,512","6,763",256,"1,822","1,242","2,077","7,648","3,968","3,354",11
2978,WA,Pend Oreille County,"13,602","2,640","3,535",192,"1,081",711,"1,160","4,489","1,575","2,021",7
2979,WA,Pierce County,"891,299","209,270","123,135","15,297","65,284","33,364","50,668","255,881","300,347","76,391",479
2980,WA,San Juan County,"17,128","2,225","5,839",162,"1,471","1,038","1,752","6,234","2,035","1,732",9
2981,WA,Skagit County,"128,206","27,977","26,591","2,045","9,695","5,694","9,130","39,218","33,368","12,239",68
2982,WA,Skamania County,"11,924","2,209","2,507",161,954,579,914,"3,880","1,481","1,390",6
2983,WA,Snohomish County,"814,901","184,547","109,768","13,490","60,643","31,251","47,028","237,856","253,858","60,590",438
2984,WA,Spokane County,"514,631","114,051","83,279","8,336","38,438","20,535","31,829","152,153","80,882","65,365",276
2985,WA,Stevens County,"45,260","9,761","10,542",713,"3,485","2,207","3,565","14,335","6,148","6,045",24
2986,WA,Thurston County,"286,419","61,378","49,514","4,486","21,625","11,786","18,417","85,985","72,841","24,459",153
2987,WA,Wahkiakum County,"4,426",765,"1,424",55,360,253,427,"1,526",560,475,2
2988,WA,Walla Walla County,"60,922","12,779","10,998",934,"4,607","2,506","3,954","18,331","17,428","7,483",32
2989,WA,Whatcom County,"225,685","43,910","39,158","3,209","17,349","9,200","14,404","68,643","48,048","32,753",121
2990,WA,Whitman County,"49,791","7,453","5,181",544,"3,893","1,549","2,287","14,629","10,742","11,053",26
2991,WA,Yakima County,"251,446","74,480","34,524","5,444","16,911","8,764","13,490","66,526","144,155","40,961",135
2992,WV,Barbour County,"16,535","3,259","3,333",306,"1,629","2,032","2,058","6,581",708,"3,110",12
2993,WV,Berkeley County,"117,123","27,230","17,175","2,563","11,105","13,146","12,597","44,555","18,798","13,275",89
2994,WV,Boone County,"21,951","4,684","4,403",440,"2,142","2,731","2,761","8,591",516,"4,890",16
2995,WV,Braxton County,"14,089","2,736","3,230",257,"1,404","1,833","1,898","5,649",447,"2,953",10
2996,WV,Brooke County,"22,203","3,930","5,290",369,"2,253","2,943","3,064","9,086",960,"2,930",16
2997,WV,Cabell County,"93,224","18,395","17,542","1,731","9,088","10,934","10,977","36,948","9,240","17,242",71
2998,WV,Calhoun County,"7,254","1,368","1,779",128,732,981,"1,026","2,936",225,"1,637",5
2999,WV,Clay County,"8,632","1,909","1,776",179,835,"1,076","1,095","3,347",224,"2,142",6
3000,WV,Doddridge County,"8,406","1,313","1,821",123,875,"1,109","1,126","3,523",416,"1,418",6
3001,WV,Fayette County,"43,018","8,897","9,052",837,"4,217","5,396","5,511","16,963","3,261","9,236",32
3002,WV,Gilmer County,"8,026","1,150","1,405",108,832,963,942,"3,387","1,521","1,521",6
3003,WV,Grant County,"11,626","2,257","2,837",212,"1,158","1,537","1,614","4,664",405,"1,703",8
3004,WV,Greenbrier County,"34,786","6,747","8,099",635,"3,462","4,526","4,707","13,947","2,629","5,389",26
3005,WV,Hampshire County,"23,347","4,366","5,229",411,"2,363","3,090","3,169","9,462","1,023","4,568",17
3006,WV,Hancock County,"29,094","5,507","6,722",518,"2,927","3,844","3,976","11,750","1,887","3,788",22
3007,WV,Hardy County,"13,775","2,807","3,015",264,"1,362","1,773","1,820","5,463","1,404","1,753",10
3008,WV,Harrison County,"67,554","14,434","13,140","1,358","6,564","8,245","8,303","26,387","3,999","11,089",51
3009,WV,Jackson County,"28,706","6,109","5,856",575,"2,805","3,592","3,643","11,246",939,"4,732",21
3010,WV,Jefferson County,"56,811","12,638","9,198","1,189","5,497","6,714","6,519","21,961","9,252","5,403",43
3011,WV,Kanawha County,"180,454","36,012","37,272","3,390","17,803","22,511","22,891","71,723","22,283","30,248",137
3012,WV,Lewis County,"16,024","3,403","3,306",320,"1,562","1,996","2,032","6,276",577,"2,718",12
3013,WV,Lincoln County,"20,599","4,539","4,015",427,"1,996","2,538","2,554","7,993",482,"4,756",15
3014,WV,Logan County,"32,607","6,677","6,601",628,"3,206","4,061","4,112","12,887","1,391","7,821",24
3015,WV,McDowell County,"18,223","3,735","3,964",351,"1,801","2,344","2,403","7,218","2,060","6,386",13
3016,WV,Marion County,"56,097","11,260","10,963","1,060","5,485","6,756","6,819","22,199","3,920","9,084",42
3017,WV,Marshall County,"30,785","5,950","6,886",560,"3,077","3,999","4,116","12,361","1,036","4,200",23
3018,WV,Mason County,"26,718","5,584","5,583",525,"2,615","3,350","3,416","10,510",898,"4,391",20
3019,WV,Mercer County,"59,131","12,199","13,006","1,148","5,761","7,379","7,629","23,291","5,691","13,157",45
3020,WV,Mineral County,"26,940","5,362","5,841",504,"2,661","3,413","3,503","10,722","1,685","3,793",20
3021,WV,Mingo County,"23,785","5,285","4,502",497,"2,298","2,902","2,905","9,205","1,019","6,386",18
3022,WV,Monongalia County,"106,420","17,326","13,448","1,631","10,630","11,212","10,414","43,604","12,690","18,156",81
3023,WV,Monroe County,"13,280","2,620","3,319",246,"1,319","1,768","1,866","5,310",494,"1,960",10
3024,WV,Morgan County,"17,787","3,185","4,107",299,"1,820","2,398","2,468","7,283",844,"1,894",13
3025,WV,Nicholas County,"24,842","5,113","5,553",481,"2,443","3,185","3,290","9,819",800,"4,659",18
3026,WV,Ohio County,"41,755","7,937","9,105",747,"4,148","5,264","5,412","16,774","3,266","4,953",31
3027,WV,Pendleton County,"6,997","1,286","1,894",121,707,969,"1,036","2,848",340,"1,003",5
3028,WV,Pleasants County,"7,507","1,397","1,436",131,755,936,933,"3,033",318,919,5
3029,WV,Pocahontas County,"8,414","1,466","2,122",138,860,"1,148","1,206","3,461",380,"1,408",6
3030,WV,Preston County,"33,839","6,475","6,778",609,"3,370","4,213","4,250","13,579","1,465","5,104",26
3031,WV,Putnam County,"56,682","12,619","10,388","1,188","5,458","6,801","6,777","21,895","2,663","5,630",43
3032,WV,Raleigh County,"74,254","15,460","15,317","1,455","7,216","9,086","9,275","29,158","9,387","14,596",56
3033,WV,Randolph County,"28,823","5,425","6,307",510,"2,880","3,675","3,774","11,618","1,324","5,128",22
3034,WV,Ritchie County,"9,721","1,943","2,195",182,968,"1,276","1,314","3,879",273,"1,644",7
3035,WV,Roane County,"13,932","2,879","3,054",271,"1,374","1,793","1,842","5,507",445,"3,046",10
3036,WV,Summers County,"12,760","2,127","3,177",200,"1,315","1,742","1,823","5,294","1,056","3,144",9
3037,WV,Taylor County,"16,862","3,398","3,411",319,"1,665","2,109","2,133","6,692",692,"2,626",12
3038,WV,Tucker County,"6,955","1,077","1,821",101,728,977,"1,029","2,929",192,907,5
3039,WV,Tyler County,"8,746","1,718","1,981",161,876,"1,155","1,189","3,506",213,"1,341",6
3040,WV,Upshur County,"24,415","5,020","4,966",472,"2,378","2,978","3,030","9,614","1,027","4,377",18
3041,WV,Wayne County,"39,944","8,178","8,414",769,"3,928","5,029","5,133","15,794","1,171","8,298",30
3042,WV,Webster County,"8,285","1,657","1,924",156,824,"1,093","1,133","3,305",243,"1,884",6
3043,WV,Wetzel County,"15,270","3,032","3,520",285,"1,515","1,986","2,061","6,092",447,"2,756",11
3044,WV,Wirt County,"5,830","1,242","1,180",116,573,739,747,"2,288",169,"1,086",4
3045,WV,Wood County,"84,203","17,621","17,209","1,658","8,235","10,476","10,639","33,099","4,141","12,449",64
3046,WV,Wyoming County,"20,786","4,217","4,411",397,"2,053","2,640","2,695","8,244",603,"4,969",15
3047,WI,Adams County,"20,348","2,949","5,923",248,"1,541","1,127","1,755","7,800","1,983","2,924",12
3048,WI,Ashland County,"15,600","3,409","3,055",287,"1,106",688,"1,007","5,289","2,770","2,356",9
3049,WI,Barron County,"45,164","9,739","9,908",821,"3,189","2,091","3,133","15,527","3,127","5,482",26
3050,WI,Bayfield County,"15,042","2,574","4,169",217,"1,106",808,"1,250","5,592","2,357","2,103",8
3051,WI,Brown County,"263,378","62,704","39,133","5,290","18,474","10,343","14,359","85,353","50,989","21,944",155
3052,WI,Buffalo County,"13,125","2,731","2,902",230,936,618,923,"4,566",581,"1,142",7
3053,WI,Burnett County,"15,392","2,731","4,396",230,"1,119",829,"1,296","5,692","1,505","1,628",9
3054,WI,Calumet County,"50,159","11,959","7,571","1,009","3,513","2,055","2,830","16,411","4,639","2,623",29
3055,WI,Chippewa County,"64,135","14,148","11,525","1,193","4,559","2,764","3,960","21,591","4,183","6,925",38
